run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2024-09-23_15.05.12,E-8,2630,8282,1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 6.263116912474921}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.427215786365448}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.435114107180638}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.835010040403882}, {'start_idx': 5670, 'end_idx': 5714, 'score': 6.470562032250434}]",0,0,1,[],"[(5640, 5964)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 6.263116912474921}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.427215786365448}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.435114107180638}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.835010040403882}, {'start_idx': 5670, 'end_idx': 5714, 'score': 6.470562032250434}]",SMAP,"[[5400, 6022]]",[point]
2024-09-23_15.05.12,E-9,2630,8052,1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.3947980175039625}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.8281318070626185}, {'start_idx': 5460, 'end_idx': 5529, 'score': 3.4449569799384685}]",0,0,1,[],"[(5570, 5779)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.3947980175039625}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.8281318070626185}, {'start_idx': 5460, 'end_idx': 5529, 'score': 3.4449569799384685}]",SMAP,"[[5550, 5900]]",[point]
2024-09-23_15.05.12,F-1,2619,8334,5,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 3.228272221705034}, {'start_idx': 2520, 'end_idx': 2589, 'score': 3.3965020658549667}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.688628298860546}, {'start_idx': 5880, 'end_idx': 5949, 'score': 2.627364821842096}, {'start_idx': 6790, 'end_idx': 6859, 'score': 2.7573698203535346}, {'start_idx': 7280, 'end_idx': 7349, 'score': 3.328363583261828}, {'start_idx': 7840, 'end_idx': 7909, 'score': 3.3139866881931797}]",5,1,0,"[[2700, 2839], [6060, 6199], [7040, 7109], [7530, 7599], [8090, 8159]]",[],1,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 3.228272221705034}, {'start_idx': 2520, 'end_idx': 2589, 'score': 3.3965020658549667}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.688628298860546}, {'start_idx': 5880, 'end_idx': 5949, 'score': 2.627364821842096}, {'start_idx': 6790, 'end_idx': 6859, 'score': 2.7573698203535346}, {'start_idx': 7280, 'end_idx': 7349, 'score': 3.328363583261828}, {'start_idx': 7840, 'end_idx': 7909, 'score': 3.3139866881931797}]",SMAP,"[[5392, 5492]]",[point]
2024-09-23_15.05.12,F-2,2611,8376,1,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 2.781863379657143}, {'start_idx': 6580, 'end_idx': 6649, 'score': 3.587535501953859}, {'start_idx': 6650, 'end_idx': 6719, 'score': 3.6174853236940367}]",0,0,1,[],"[(6760, 6969)]",1,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 2.781863379657143}, {'start_idx': 6580, 'end_idx': 6649, 'score': 3.587535501953859}, {'start_idx': 6650, 'end_idx': 6719, 'score': 3.6174853236940367}]",SMAP,"[[5669, 8625]]",[point]
2024-09-23_15.05.12,F-3,2630,8126,0,[],0,1,0,[],[],1,[],SMAP,"[[5600, 5640]]",[contextual]
2024-09-23_15.05.12,F-4,1994,3172,0,[],0,1,0,[],[],1,[],MSL,"[[2700, 2770]]",[point]
2024-09-23_15.05.12,F-5,2348,3672,1,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 8.104909870470445}, {'start_idx': 3360, 'end_idx': 3429, 'score': 12.253659441366668}, {'start_idx': 3430, 'end_idx': 3499, 'score': 10.584092381383616}, {'start_idx': 3500, 'end_idx': 3564, 'score': 8.10603322383079}]",0,0,1,[],"[(3540, 3814)]",1,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 8.104909870470445}, {'start_idx': 3360, 'end_idx': 3429, 'score': 12.253659441366668}, {'start_idx': 3430, 'end_idx': 3499, 'score': 10.584092381383616}, {'start_idx': 3500, 'end_idx': 3564, 'score': 8.10603322383079}]",MSL,"[[3550, 3700]]",[point]
2024-09-23_15.05.12,F-7,2261,4804,0,[],0,3,0,[],[],3,[],MSL,"[[1250, 1450], [2670, 2790], [3325, 3425]]","[contextual, contextual, contextual]"
2024-09-23_15.05.12,F-8,3092,2237,1,"[{'start_idx': 1654, 'end_idx': 1956, 'score': 6.55639485090143}]",0,0,1,[],"[(1904, 2206)]",1,"[{'start_idx': 1654, 'end_idx': 1956, 'score': 6.55639485090143}]",MSL,"[[1950, 2486]]",[contextual]
2024-09-23_15.05.12,G-1,2570,8219,0,[],0,1,0,[],[],1,[],SMAP,"[[4770, 4890]]",[contextual]
2024-09-23_15.05.12,G-2,2228,7111,1,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 8.71642027645463}, {'start_idx': 3850, 'end_idx': 3919, 'score': 6.383768507459638}, {'start_idx': 3920, 'end_idx': 3956, 'score': 5.372220348865081}]",0,0,1,[],"[(4030, 4206)]",1,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 8.71642027645463}, {'start_idx': 3850, 'end_idx': 3919, 'score': 6.383768507459638}, {'start_idx': 3920, 'end_idx': 3956, 'score': 5.372220348865081}]",SMAP,"[[4030, 4070]]",[point]
2024-09-23_15.05.12,G-3,2374,7657,1,"[{'start_idx': 3920, 'end_idx': 3989, 'score': 10.488543809677916}, {'start_idx': 3990, 'end_idx': 4059, 'score': 8.732577029077435}, {'start_idx': 4060, 'end_idx': 4127, 'score': 6.570015871183181}]",0,0,1,[],"[(4170, 4377)]",1,"[{'start_idx': 3920, 'end_idx': 3989, 'score': 10.488543809677916}, {'start_idx': 3990, 'end_idx': 4059, 'score': 8.732577029077435}, {'start_idx': 4060, 'end_idx': 4127, 'score': 6.570015871183181}]",SMAP,"[[4200, 4250]]",[point]
2024-09-23_15.05.12,G-4,2301,7382,1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 12.377547909694421}, {'start_idx': 4480, 'end_idx': 4549, 'score': 10.263739646844908}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.564790946847022}]",0,0,1,[],"[(4660, 4869)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 12.377547909694421}, {'start_idx': 4480, 'end_idx': 4549, 'score': 10.263739646844908}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.564790946847022}]",SMAP,"[[4690, 4720]]",[point]
2024-09-23_15.05.12,G-6,2631,8390,1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 11.480152808640048}]",0,0,1,[],"[(5640, 5709)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 11.480152808640048}]",SMAP,"[[5600, 5700]]",[point]
2024-09-23_15.05.12,G-7,2196,7779,4,"[{'start_idx': 878, 'end_idx': 1286, 'score': 5.311621776223084}, {'start_idx': 3360, 'end_idx': 3429, 'score': 6.624084567343141}, {'start_idx': 3430, 'end_idx': 3499, 'score': 11.004159935767767}, {'start_idx': 3500, 'end_idx': 3569, 'score': 9.362347176472145}, {'start_idx': 3570, 'end_idx': 3626, 'score': 7.361338101103793}, {'start_idx': 4830, 'end_idx': 4899, 'score': 8.856944849265155}, {'start_idx': 7280, 'end_idx': 7349, 'score': 5.8163703982702355}, {'start_idx': 7350, 'end_idx': 7419, 'score': 11.448165007648523}, {'start_idx': 7420, 'end_idx': 7489, 'score': 10.598151181588621}, {'start_idx': 7490, 'end_idx': 7558, 'score': 7.752893033832533}]",1,0,3,"[[1128, 1536]]","[(3610, 3876), (5080, 5149), (7530, 7808)]",3,"[{'start_idx': 878, 'end_idx': 1286, 'score': 5.311621776223084}, {'start_idx': 3360, 'end_idx': 3429, 'score': 6.624084567343141}, {'start_idx': 3430, 'end_idx': 3499, 'score': 11.004159935767767}, {'start_idx': 3500, 'end_idx': 3569, 'score': 9.362347176472145}, {'start_idx': 3570, 'end_idx': 3626, 'score': 7.361338101103793}, {'start_idx': 4830, 'end_idx': 4899, 'score': 8.856944849265155}, {'start_idx': 7280, 'end_idx': 7349, 'score': 5.8163703982702355}, {'start_idx': 7350, 'end_idx': 7419, 'score': 11.448165007648523}, {'start_idx': 7420, 'end_idx': 7489, 'score': 10.598151181588621}, {'start_idx': 7490, 'end_idx': 7558, 'score': 7.752893033832533}]",SMAP,"[[3650, 3750], [5050, 5100], [7560, 7675]]","[contextual, point, contextual]"
2024-09-23_15.05.12,M-1,1959,2027,0,[],0,1,0,[],[],1,[],MSL,"[[1110, 2250]]",[contextual]
2024-09-23_15.05.12,M-2,1958,2027,1,"[{'start_idx': 890, 'end_idx': 1154, 'score': 7.021764467708403}]",0,0,1,[],"[(1140, 1404)]",1,"[{'start_idx': 890, 'end_idx': 1154, 'score': 7.021764467708403}]",MSL,"[[1110, 2250]]",[contextual]
2024-09-23_15.05.12,M-3,1787,1877,0,[],0,1,0,[],[],1,[],MSL,"[[1250, 1500]]",[contextual]
2024-09-23_15.05.12,M-4,1826,1788,1,"[{'start_idx': 0, 'end_idx': 107, 'score': 5.5597709923660945}]",1,1,0,"[[250, 357]]",[],1,"[{'start_idx': 0, 'end_idx': 107, 'score': 5.5597709923660945}]",MSL,"[[1250, 1500]]",[contextual]
2024-09-23_15.05.12,M-5,1782,2053,0,[],0,1,0,[],[],1,[],MSL,"[[1250, 1550]]",[contextual]
2024-09-23_15.05.12,M-6,1315,1799,1,"[{'start_idx': 1570, 'end_idx': 1798, 'score': 11.874754907228015}]",0,0,1,[],"[(1820, 2048)]",1,"[{'start_idx': 1570, 'end_idx': 1798, 'score': 11.874754907228015}]",MSL,"[[1850, 2030]]",[point]
2024-09-23_15.05.12,M-7,1337,1906,1,"[{'start_idx': 615, 'end_idx': 900, 'score': 12.35258652135293}]",0,0,1,[],"[(865, 1150)]",1,"[{'start_idx': 615, 'end_idx': 900, 'score': 12.35258652135293}]",MSL,"[[940, 1040]]",[point]
2024-09-23_15.05.12,P-1,2622,8255,0,[],0,3,0,[],[],3,[],SMAP,"[[2149, 2349], [4536, 4844], [3539, 3779]]","[contextual, contextual, contextual]"
2024-09-23_15.05.12,P-10,4058,5850,1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 14.205687735495912}, {'start_idx': 4410, 'end_idx': 4479, 'score': 15.13673243005793}, {'start_idx': 4480, 'end_idx': 4549, 'score': 12.914350538546362}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.52198251422736}, {'start_idx': 4620, 'end_idx': 4689, 'score': 10.600692206279108}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.929038899604842}]",0,0,1,[],"[(4590, 5009)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 14.205687735495912}, {'start_idx': 4410, 'end_idx': 4479, 'score': 15.13673243005793}, {'start_idx': 4480, 'end_idx': 4549, 'score': 12.914350538546362}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.52198251422736}, {'start_idx': 4620, 'end_idx': 4689, 'score': 10.600692206279108}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.929038899604842}]",MSL,"[[4590, 4720]]",[point]
2024-09-23_15.05.12,P-11,3719,3285,2,"[{'start_idx': 953, 'end_idx': 1225, 'score': 5.242641499029489}, {'start_idx': 1501, 'end_idx': 1762, 'score': 5.373317719761889}]",0,0,2,[],"[(1203, 1475), (1751, 2012)]",2,"[{'start_idx': 953, 'end_idx': 1225, 'score': 5.242641499029489}, {'start_idx': 1501, 'end_idx': 1762, 'score': 5.373317719761889}]",MSL,"[[1778, 1898], [1238, 1344]]","[point, point]"
2024-09-23_15.05.12,P-14,2630,5850,1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 12.184593249321896}, {'start_idx': 4410, 'end_idx': 4479, 'score': 14.11722379321899}, {'start_idx': 4480, 'end_idx': 4549, 'score': 12.337844539582568}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.115028670515962}, {'start_idx': 4620, 'end_idx': 4689, 'score': 10.30381785373006}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.68372589946949}]",0,0,1,[],"[(4590, 5009)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 12.184593249321896}, {'start_idx': 4410, 'end_idx': 4479, 'score': 14.11722379321899}, {'start_idx': 4480, 'end_idx': 4549, 'score': 12.337844539582568}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.115028670515962}, {'start_idx': 4620, 'end_idx': 4689, 'score': 10.30381785373006}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.68372589946949}]",MSL,"[[4575, 4755]]",[point]
2024-09-23_15.05.12,P-15,3432,2606,0,[],0,1,0,[],[],1,[],MSL,"[[1390, 1410]]",[point]
2024-09-23_15.05.12,P-2,2571,7959,1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.705592151471457}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.993016638721047}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.023155447812096}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.085453484433126}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.49853951325741}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.768556264448504}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.28746111631431}]",0,0,1,[],"[(5290, 5779)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.705592151471457}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.993016638721047}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.023155447812096}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.085453484433126}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.49853951325741}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.768556264448504}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.28746111631431}]",SMAP,"[[5300, 6420]]",[point]
2024-09-23_15.05.12,P-2,2571,7959,1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.178927856527027}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.857281955038129}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.965746781818323}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.06279463301447}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.432733510583562}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.716265017973214}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.252784773216213}]",0,0,1,[],"[(5290, 5779)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.178927856527027}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.857281955038129}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.965746781818323}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.06279463301447}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.432733510583562}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.716265017973214}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.252784773216213}]",SMAP,"[[5350, 6575]]",[point]
2024-09-23_15.05.12,P-3,2605,8243,2,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 1.0150678186057338}, {'start_idx': 5180, 'end_idx': 5249, 'score': 1.729554838825383}, {'start_idx': 5250, 'end_idx': 5319, 'score': 2.054989442939759}, {'start_idx': 5320, 'end_idx': 5389, 'score': 1.6821785399885023}, {'start_idx': 5530, 'end_idx': 5599, 'score': 2.771605690834082}, {'start_idx': 5600, 'end_idx': 5669, 'score': 3.3670454119665907}, {'start_idx': 5670, 'end_idx': 5739, 'score': 3.6406746379474795}, {'start_idx': 5740, 'end_idx': 5809, 'score': 3.4470596218286986}]",0,0,1,[],"[(5360, 5639), (5780, 6059)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 1.0150678186057338}, {'start_idx': 5180, 'end_idx': 5249, 'score': 1.729554838825383}, {'start_idx': 5250, 'end_idx': 5319, 'score': 2.054989442939759}, {'start_idx': 5320, 'end_idx': 5389, 'score': 1.6821785399885023}, {'start_idx': 5530, 'end_idx': 5599, 'score': 2.771605690834082}, {'start_idx': 5600, 'end_idx': 5669, 'score': 3.3670454119665907}, {'start_idx': 5670, 'end_idx': 5739, 'score': 3.6406746379474795}, {'start_idx': 5740, 'end_idx': 5809, 'score': 3.4470596218286986}]",SMAP,"[[5401, 6736]]",[point]
2024-09-23_15.05.12,P-4,2359,7533,3,"[{'start_idx': 681, 'end_idx': 924, 'score': 11.13986631872067}, {'start_idx': 1920, 'end_idx': 2099, 'score': 10.767069503479803}, {'start_idx': 2100, 'end_idx': 2169, 'score': 9.357483461560859}, {'start_idx': 2170, 'end_idx': 2201, 'score': 7.8524123479042185}, {'start_idx': 4550, 'end_idx': 4619, 'score': 12.401105566901027}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.169022078933814}, {'start_idx': 4690, 'end_idx': 4730, 'score': 7.589053915107503}]",0,0,3,[],"[(931, 1174), (2170, 2451), (4800, 4980)]",3,"[{'start_idx': 681, 'end_idx': 924, 'score': 11.13986631872067}, {'start_idx': 1920, 'end_idx': 2099, 'score': 10.767069503479803}, {'start_idx': 2100, 'end_idx': 2169, 'score': 9.357483461560859}, {'start_idx': 2170, 'end_idx': 2201, 'score': 7.8524123479042185}, {'start_idx': 4550, 'end_idx': 4619, 'score': 12.401105566901027}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.169022078933814}, {'start_idx': 4690, 'end_idx': 4730, 'score': 7.589053915107503}]",SMAP,"[[950, 1080], [2150, 2350], [4770, 4880]]","[point, point, point]"
2024-09-23_15.05.12,P-7,2603,7821,2,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 3.142875661135076}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.71172583280441}, {'start_idx': 4900, 'end_idx': 4969, 'score': 4.832689419894249}, {'start_idx': 4970, 'end_idx': 5039, 'score': 4.706832575180772}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.861165547303042}]",0,0,1,[],"[(5010, 5289), (5360, 5429)]",1,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 3.142875661135076}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.71172583280441}, {'start_idx': 4900, 'end_idx': 4969, 'score': 4.832689419894249}, {'start_idx': 4970, 'end_idx': 5039, 'score': 4.706832575180772}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.861165547303042}]",SMAP,"[[4950, 6600]]",[contextual]
2024-09-23_15.05.12,R-1,2624,6994,1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 15.629371390170364}, {'start_idx': 4340, 'end_idx': 4409, 'score': 12.045507052335076}, {'start_idx': 4410, 'end_idx': 4474, 'score': 9.127767699154875}]",0,0,1,[],"[(4520, 4724)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 15.629371390170364}, {'start_idx': 4340, 'end_idx': 4409, 'score': 12.045507052335076}, {'start_idx': 4410, 'end_idx': 4474, 'score': 9.127767699154875}]",SMAP,"[[4510, 4590]]",[point]
2024-09-23_15.05.12,S-1,2568,7081,2,"[{'start_idx': 1252, 'end_idx': 1468, 'score': 0.8130304149738774}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.5274926757250364}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.166630052079117}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.980560864960788}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.910005009845516}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.460845947266776}, {'start_idx': 5390, 'end_idx': 5424, 'score': 5.655086445315092}]",1,0,1,"[[1502, 1718]]","[(5290, 5674)]",1,"[{'start_idx': 1252, 'end_idx': 1468, 'score': 0.8130304149738774}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.5274926757250364}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.166630052079117}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.980560864960788}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.910005009845516}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.460845947266776}, {'start_idx': 5390, 'end_idx': 5424, 'score': 5.655086445315092}]",SMAP,"[[5300, 5747]]",[point]
2024-09-23_15.05.12,S-2,676,1577,1,"[{'start_idx': 556, 'end_idx': 815, 'score': 12.800955980440142}]",0,0,1,[],"[(806, 1065)]",1,"[{'start_idx': 556, 'end_idx': 815, 'score': 12.800955980440142}]",MSL,"[[900, 910]]",[point]
2024-09-23_15.05.12,T-1,2625,8362,0,[],0,2,0,[],[],2,[],SMAP,"[[2399, 3898], [6550, 6585]]","[point, contextual]"
2024-09-23_15.05.12,T-12,895,2180,3,"[{'start_idx': 261, 'end_idx': 598, 'score': 7.047134581263242}, {'start_idx': 654, 'end_idx': 895, 'score': 7.055235937928231}, {'start_idx': 1099, 'end_idx': 1313, 'score': 7.167245893476566}]",2,0,1,"[[904, 1145], [1349, 1563]]","[(511, 848)]",1,"[{'start_idx': 261, 'end_idx': 598, 'score': 7.047134581263242}, {'start_idx': 654, 'end_idx': 895, 'score': 7.055235937928231}, {'start_idx': 1099, 'end_idx': 1313, 'score': 7.167245893476566}]",MSL,"[[630, 750]]",[contextual]
2024-09-23_15.05.12,T-13,895,2180,0,[],0,2,0,[],[],2,[],MSL,"[[690, 790], [1900, 2050]]","[contextual, contextual]"
2024-09-23_15.05.12,T-2,2605,8375,0,[],0,1,0,[],[],1,[],SMAP,"[[6840, 8624]]",[point]
2024-09-23_15.05.12,T-3,2626,8329,2,"[{'start_idx': 1807, 'end_idx': 2070, 'score': 9.842477255469005}, {'start_idx': 4970, 'end_idx': 5039, 'score': 10.332416561150422}, {'start_idx': 5040, 'end_idx': 5109, 'score': 8.229327900624979}, {'start_idx': 5110, 'end_idx': 5164, 'score': 6.532563069720577}]",0,0,2,[],"[(2057, 2320), (5220, 5414)]",2,"[{'start_idx': 1807, 'end_idx': 2070, 'score': 9.842477255469005}, {'start_idx': 4970, 'end_idx': 5039, 'score': 10.332416561150422}, {'start_idx': 5040, 'end_idx': 5109, 'score': 8.229327900624979}, {'start_idx': 5110, 'end_idx': 5164, 'score': 6.532563069720577}]",SMAP,"[[2098, 2180], [5200, 5300]]","[point, point]"
2024-09-23_15.05.12,T-4,2022,1967,0,[],0,1,0,[],[],1,[],MSL,"[[1172, 1240]]",[point]
2024-09-23_15.05.12,T-5,2022,1968,1,"[{'start_idx': 864, 'end_idx': 1128, 'score': 14.094812756353404}]",0,0,1,[],"[(1114, 1378)]",1,"[{'start_idx': 864, 'end_idx': 1128, 'score': 14.094812756353404}]",MSL,"[[1200, 1225]]",[point]
2024-09-23_15.05.12,T-8,498,1269,2,"[{'start_idx': 547, 'end_idx': 783, 'score': 6.227301020628636}, {'start_idx': 1023, 'end_idx': 1233, 'score': 6.065461297841792}]",0,0,2,[],"[(797, 1033), (1273, 1483)]",2,"[{'start_idx': 547, 'end_idx': 783, 'score': 6.227301020628636}, {'start_idx': 1023, 'end_idx': 1233, 'score': 6.065461297841792}]",MSL,"[[870, 930], [1330, 1370]]","[contextual, contextual]"
2024-09-23_15.05.12,T-9,189,846,1,"[{'start_idx': 602, 'end_idx': 824, 'score': 4.914349874660397}]",0,1,1,[],"[(852, 1074)]",2,"[{'start_idx': 602, 'end_idx': 824, 'score': 4.914349874660397}]",MSL,"[[780, 810], [890, 970]]","[point, point]"
